;;;;;;;;;;;;;x
LSK_fascist;Northern Futurists;;;;;;;;;;;;;x
LSK_liberal;Republican Party;;;;;;;;;;;;;
LSK_liberal;Republican Party;;;;;;;;;;;;;x
LSK_reactionary;Nationalist Party;;;;;;;;;;;;;
LSK_reactionary;Nationalist Party;;;;;;;;;;;;;x
LSK_socialist;Socialist Party;;;;;;;;;;;;;
LSK_socialist;Socialist Party;;;;;;;;;;;;;x
LUI;Saint Lucia;;;;;;;;;;;;;
LUI;Saint Lucia;;;;;;;;;;;;x
LUI_ADJ;Lucian;;;;;;;;;;;;;
LUI_ADJ;Lucian;;;;;;;;;;;;x
LUN;Lunda;Lunda;Lunda;;Lunda;;;;;;;;;
LUN;Lunda;Lunda;Lunda;;Lunda;;;;;;;;;;x;;;;;;;;;;;;;;
LUN_ADJ;Lunda;Lundas;Lunda;;;;;;;;;;;
LUN_ADJ;Lunda;Lundas;Lunda;;;;;;;;;;;;x;;;;;;;;;;;;;;
LUN_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
LUN_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
LUN_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
LUN_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
LUN_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
LUN_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
LUN_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
LUN_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
LUN_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
LUN_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
LUN_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
LUN_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
LUN_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
LUN_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
LUZ;Lusatia;;;;;;;;;;;;;
LUZ;Lusatia;;;;;;;;;;;;x
LUZ_ADJ;Lusatian;;;;;;;;;;;;;
LUZ_ADJ;Lusatian;;;;;;;;;;;;x
LUZ_anarcho_liberal;Radical Party;;;;;;;;;;;;;
LUZ_anarcho_liberal;Radical Party;;;;;;;;;;;;x
LUZ_communist;Communist Party;;;;;;;;;;;;;
LUZ_communist;Communist Party;;;;;;;;;;;;x
LUZ_conservative;Conservative Party;;;;;;;;;;;;;
LUZ_conservative;Conservative Party;;;;;;;;;;;;x
LUZ_fascist;Fascist Party;;;;;;;;;;;;;
LUZ_fascist;Fascist Party;;;;;;;;;;;;x
LUZ_liberal;Liberal Party;;;;;;;;;;;;;
LUZ_liberal;Liberal Party;;;;;;;;;;;;x
LUZ_reactionary;Nationalist Party;;;;;;;;;;;;;
LUZ_reactionary;Nationalist Party;;;;;;;;;;;;x
LUZ_socialist;Socialist Party;;;;;;;;;;;;;
LUZ_socialist;Socialist Party;;;;;;;;;;;;x
LXA;Lan Xang;Lan Xang;LanXang;Lan Xang;Lane Xang;Lan Xang;LanXang;Lan Xang;;;;;;x;
LXA;Laos;;;;;;;;;;;;;
LXA_absolute_monarchy;Lan Xang;;;;;;;;;;;;;
LXA_absolute_monarchy_ADJ;Lan Xangi;;;;;;;;;;;;;
LXA_ADJ;Lan Xangi;lan xang;Lan Xangi;Lan Xang;de Lane Xang;Lan Xang;Lan Xangi;Lanxangijsk˝;;;;;;x;
LXA_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
LXA_anarcho_liberal;The Radical Faction;;;;;;;;;;;;x
LXA_communist;The Communist Faction;;;;;;;;;;;;;
LXA_communist;The Communist Faction;;;;;;;;;;;;x
LXA_conservative;Royal Faction;;;;;;;;;;;;;
LXA_conservative;Royal Faction;;;;;;;;;;;;x
LXA_democracy;Laos;;;;;;;;;;;;;
LXA_democracy;Laos;;;;;;;;;;;;;x;
LXA_democracy_ADJ;Lao;;;;;;;;;;;;;
LXA_democracy_ADJ;Lao;;;;;;;;;;;;;x;
LXA_fascist;The Fascist Faction;;;;;;;;;;;;;
LXA_fascist;The Fascist Faction;;;;;;;;;;;;x
LXA_liberal;The Liberal Faction;;;;;;;;;;;;;
LXA_liberal;The Liberal Faction;;;;;;;;;;;;x
LXA_proletarian_dictatorship;Lao People's Republic;;;;;;;;;;;;;
LXA_proletarian_dictatorship;Lao People's Republic;;;;;;;;;;;;;x;
LXA_proletarian_dictatorship_ADJ;Lao;;;;;;;;;;;;;
LXA_proletarian_dictatorship_ADJ;Lao;;;;;;;;;;;;;x;
LXA_reactionary;The Nationalist Faction;;;;;;;;;;;;;
LXA_reactionary;The Nationalist Faction;;;;;;;;;;;;x
LXA_socialist;The Socialist Faction;;;;;;;;;;;;;
LXA_socialist;The Socialist Faction;;;;;;;;;;;;x
maasai;Kalenjin-Maasai;;;;;;;;;;;;;
MAE;Macedonian Empire;;;;;;;;;;;;;x
MAE_ADJ;Macedonian;;;;;;;;;;;;;x
MAE_anarcho_liberal;The Radical Faction;;;;;;;;;;;;x
MAE_communist;Communist Faction;;;;;;;;;;;;x
MAE_conservative;Royal Faction;;;;;;;;;;;;x
MAE_fascist;The Fascist Faction;;;;;;;;;;;;x
MAE_liberal;The Liberal Faction;;;;;;;;;;;;x
MAE_reactionary;The Nationalist Faction;;;;;;;;;;;;x
MAE_socialist;The Socialist Faction;;;;;;;;;;;;x
MAH;Maharashtra;;;;;;;;;;;;;
MAH;Maharashtra;;;;;;;;;;;;x
MAH_ADJ;Maharashtran;;;;;;;;;;;;;
MAH_ADJ;Maharashtran;;;;;;;;;;;;x
MAH_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
MAH_anarcho_liberal;The Radical Faction;;;;;;;;;;;;x
MAH_communist;Communist Faction;;;;;;;;;;;;;
MAH_communist;Communist Faction;;;;;;;;;;;;x
MAH_conservative;Royal Faction;;;;;;;;;;;;;
MAH_conservative;Royal Faction;;;;;;;;;;;;x
MAH_fascist;The Fascist Faction;;;;;;;;;;;;;
MAH_fascist;The Fascist Faction;;;;;;;;;;;;x
MAH_liberal;The Liberal Faction;;;;;;;;;;;;;
MAH_liberal;The Liberal Faction;;;;;;;;;;;;x
MAH_reactionary;The Nationalist Faction;;;;;;;;;;;;;
MAH_reactionary;The Nationalist Faction;;;;;;;;;;;;x
MAH_socialist;The Socialist Faction;;;;;;;;;;;;;
MAH_socialist;The Socialist Faction;;;;;;;;;;;;x
MAJ;Majeerteen;Majeerteen;Majeerteen;;Majeerteen;;;;;;;;;
MAJ;Majeerteen;Majeerteen;Majeerteen;;Majeerteen;;;;;;;;;;x;;;;;;;;;;;;;;
MAJ_ADJ;Majeerteen;Majeerteenien;Majeerteenisch;;;;;;;;;;;
MAJ_ADJ;Majeerteen;Majeerteenien;Majeerteenisch;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAJ_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facciÛn radical;;;;;;;;;
MAJ_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facciÛn radical;;;;;;;;;x;;;;;;;;;;;;;;
MAJ_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facciÛn comunista;;;;;;;;;
MAJ_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facciÛn comunista;;;;;;;;;x;;;;;;;;;;;;;;
MAJ_conservative;Sheikal Faction;Faction Sheikal;Scheichsfraktion;;FacciÛn de jeques;;;;;;;;;
MAJ_conservative;Sheikal Faction;Faction Sheikal;Scheichsfraktion;;FacciÛn de jeques;;;;;;;;;x;;;;;;;;;;;;;;
MAJ_fascist;The Islamic Faction;La faction islamique;Die islamische Fraktion;;La facciÛn isl·mica;;;;;;;;;
MAJ_fascist;The Islamic Faction;La faction islamique;Die islamische Fraktion;;La facciÛn isl·mica;;;;;;;;;x;;;;;;;;;;;;;;
MAJ_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;La facciÛn liberal;;;;;;;;;
MAJ_liberal;The Liberal Faction;Faction libÈrale;Die liberale Fraktion;;La facciÛn liberal;;;;;;;;;x;;;;;;;;;;;;;;
MAJ_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facciÛn nacionalista;;;;;;;;;
MAJ_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facciÛn nacionalista;;;;;;;;;x;;;;;;;;;;;;;;
MAJ_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facciÛn socialista;;;;;;;;;
MAJ_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facciÛn socialista;;;;;;;;;x;;;;;;;;;;;;;;
MAL;Maluku;;;;;;;;;;;;;
MAL;Maluku;;;;;;;;;;;;x
MAL_absolute_monarchy;Tidore;;;;;;;;;;;;;
MAL_ADJ;Moluccan;;;;;;;;;;;;;
MAL_ADJ;Moluccan;;;;;;;;;;;;x
MAL_hms_government;Tidore;;;;;;;;;;;;;
MAL_prussian_constitutionalism;Tidore;;;;;;;;;;;;;
MAR;Maranhao;;;;;;;;;;;;;x
MAR;Marianas;Marianas;Marianas;;;;;;;;;;;
MAR;Marianas;Marianas;Marianas;;;;;;;;;;;;x
MAR_ADJ;Maranhense;;;;;;;;;;;;;x
MAR_ADJ;Marianan;Marianan;Marianan;;;;;;;;;;;
MAR_ADJ;Marianan;Marianan;Marianan;;;;;;;;;;;;x
MAS;Massina;Macina;Massina;;Massina;;;;;;;;;
MAS;Massina;Macina;Massina;;Massina;;;;;;;;;;x;;;;;;;;;;;;;;
MAS_ADJ;Massinan;Massinan;Massinan;;;;;;;;;;;
MAS_ADJ;Massinan;Massinan;Massinan;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAS_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
MAS_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAS_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
MAS_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAS_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
MAS_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAS_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
MAS_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAS_liberal;Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;
MAS_liberal;Liberal Faction;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAS_reactionary;The Jihadis;Les djihadistes;Das Jihadis;;;;;;;;;;;
MAS_reactionary;The Jihadis;Les djihadistes;Das Jihadis;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAS_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
MAS_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAT;Matabele;Matabele;Matabele;;Matabele;;;;;;;;;
MAT;Matabele;Matabele;Matabele;;Matabele;;;;;;;;;;x;;;;;;;;;;;;;;
MAT_ADJ;Matabele;Matabele;Matabele;;;;;;;;;;;
MAT_ADJ;Matabele;Matabele;Matabele;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAT_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
MAT_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAT_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
MAT_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAT_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
MAT_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAT_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
MAT_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAT_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
MAT_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAT_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
MAT_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MAT_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
MAT_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MCD;Macedonia;;;;;;;;;;;;;
MCD;Macedonia;;;;;;;;;;;;x
MCD_ADJ;Macedonian;;;;;;;;;;;;;
MCD_ADJ;Macedonian;;;;;;;;;;;;x
MCK;Manchuria;;;;;;;;;;;;;
MCK;Manchuria;;;;;;;;;;;;;x
MCK_absolute_monarchy;Manchukuo;Manchukuo;Manchukuo;;;;;;;;;;;x
MCK_ADJ;Manchu;Mandchou;Manchu;;;;;;;;;;;
MCK_ADJ;Manchu;Mandchou;Manchu;;;;;;;;;;;x
MCK_fascist_dictatorship;Manchukuo;Manchukuo;Manchukuo;;;;;;;;;;;x
MCK_fascist_dictatorship;Manzhouguo;Manchukuo;Manchukuo;;;;;;;;;;;
MCK_hms_government;Manchukuo;Manchukuo;Manchukuo;;;;;;;;;;;x
MCK_presidential_dictatorship;Fengtian Clique;;;;;;;;;;;;;
MCK_presidential_dictatorship;Fengtian Clique;;;;;;;;;;;;;x
MCK_presidential_dictatorship_ADJ;Fengtian;;;;;;;;;;;;;
MCK_presidential_dictatorship_ADJ;Fengtian;;;;;;;;;;;;;x
MCK_prussian_constitutionalism;Manchukuo;Manchukuo;Manchukuo;;;;;;;;;;;x
MDR;Madeiras;;;;;;;;;;;;;
MDR;Madeiras;;;;;;;;;;;;;x
MDR_ADJ;Madeiran;;;;;;;;;;;;;
MDR_ADJ;Madeiran;;;;;;;;;;;;;x
MDR_anarcho_liberal;Partido Anarchist;;;;;;;;;;;;;
MDR_anarcho_liberal;Partido Anarchist;;;;;;;;;;;;;x
MDR_communist;Partido Communist;;;;;;;;;;;;;
MDR_communist;Partido Communist;;;;;;;;;;;;;x
MDR_conservative;Partido Conservador;;;;;;;;;;;;;
MDR_conservative;Partido Conservador;;;;;;;;;;;;;x
MDR_fascist;Fascistos;;;;;;;;;;;;;
MDR_fascist;Fascistos;;;;;;;;;;;;;x
MDR_liberal;Partido Liberal;;;;;;;;;;;;;
MDR_liberal;Partido Liberal;;;;;;;;;;;;;x
MDR_reactionary;Partido Real;;;;;;;;;;;;;
MDR_reactionary;Partido Real;;;;;;;;;;;;;x
MDR_socialist;Partido Socialist;;;;;;;;;;;;;
MDR_socialist;Partido Socialist;;;;;;;;;;;;;x
MDV;Moldova;;;;;;;;;;;;;
MDV_ADJ;Moldovian;;;;;;;;;;;;;
MEE;Mexico;;;;;;;;;;;;x
MEE_absolute_monarchy;Empire of Mexico;;;;;;;;;;;;x 
MEE_ADJ;Mexican;;;;;;;;;;;;x
MEE_hms_government;Empire of Mexico;;;;;;;;;;;;x 
MEE_prussian_constitutionalism;Empire of Mexico;;;;;;;;;;;;x 
MEX_communist;Partido Socialista Obrero;;;;;;;;;;;;;
MEX_fascist;UniÛn Nacional Sinarquista;;;;;;;;;;;;;
MEX_socialist;Partido Laborista Mexicano;;;;;;;;;;;;;
MGE;Mongol Empire;;;;;;;;;;;;;x
MGE_ADJ;Mongol;;;;;;;;;;;;;x
MGE_anarcho_liberal;The Radical Faction;;;;;;;;;;;;x
MGE_communist;Communist Faction;;;;;;;;;;;;x
MGE_conservative;Royal Faction;;;;;;;;;;;;x
MGE_fascist;The Fascist Faction;;;;;;;;;;;;x
MGE_liberal;The Liberal Faction;;;;;;;;;;;;x
MGE_reactionary;The Nationalist Faction;;;;;;;;;;;;x
MGE_socialist;The Socialist Faction;;;;;;;;;;;;x
MGH;Maghreb;;;;;;;;;;;;;
MGH;Maghreb;;;;;;;;;;;;x
MGH_ADJ;Maghrebi;;;;;;;;;;;;;
MGH_ADJ;Maghrebi;;;;;;;;;;;;x
MGS;Minas Geraes;;;;;;;;;;;;;x
MGS_ADJ;Mineiro;;;;;;;;;;;;;x
MHR;Mahra;;;;;;;;;;;;;
MHR_ADJ;Mahrai;;;;;;;;;;;;;
MIN;Ming Empire;;;;;;;;;;;;x 
MIN_ADJ;Chinese;;;;;;;;;;;;x
MKN;Mukriyan;;;;;;;;;;;;;
MKN_ADJ;Mukriyani;;;;;;;;;;;;;
MLD;Maldives;;;;;;;;;;;;;
MLD_ADJ;Maldive;;;;;;;;;;;;;
MLI;Mali;;;;;;;;;;;;;
MLI;Mali;;;;;;;;;;;;;x
MLI_absolute_monarchy;Mali Empire;;;;;;;;;;;;;x
MLI_absolute_monarchy;Mali;;;;;;;;;;;;;
MLI_ADJ;Malian;;;;;;;;;;;;;
MLI_ADJ;Malian;;;;;;;;;;;;;x
MLI_anarcho_liberal;Party for Unity, Democracy and Progress;;;;;;;;;;;;;
MLI_communist;Party of Labor;;;;;;;;;;;;;
MLI_conservative;Progressive Party;;;;;;;;;;;;;
MLI_fascist;Patriotic Movement for Renewal;;;;;;;;;;;;;
MLI_hms_government;Mali Empire;;;;;;;;;;;;;x
MLI_hms_government;Mali;;;;;;;;;;;;;
MLI_liberal;African Regroupment Party;;;;;;;;;;;;;
MLI_proletarian_dictatorship;Mali Republic;;;;;;;;;;;;;x
MLI_proletarian_dictatorship;Mali;;;;;;;;;;;;;
MLI_prussian_constitutionalism;Mali Empire;;;;;;;;;;;;;x
MLI_prussian_constitutionalism;Mali;;;;;;;;;;;;;
MLI_reactionary;UDPM;;;;;;;;;;;;;
MLI_socialist;Alliance for Democracy;;;;;;;;;;;;;
MLT;Malta;;;;;;;;;;;;;
MLT;Malta;;;;;;;;;;;;x
MLT_ADJ;Maltese;;;;;;;;;;;;;
MLT_ADJ;Maltese;;;;;;;;;;;;x
MLT_anarcho_liberal;Alpha Partit Liberali;Alpha Partit Liberali;Alpha Partit Liberali;;;;;;;;;;;
MLT_anarcho_liberal;Alpha Partit Liberali;Alpha Partit Liberali;Alpha Partit Liberali;;;;;;;;;;;x
MLT_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
MLT_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;x
MLT_conservative;Partit Nazzjonalista;Partit Nazzjonalista;Partit Nazzjonalista;;;;;;;;;;;
MLT_conservative;Partit Nazzjonalista;Partit Nazzjonalista;Partit Nazzjonalista;;;;;;;;;;;x
MLT_fascist;Imperium Europa;Imperium Europa;Imperium Europa;;;;;;;;;;;
MLT_fascist;Imperium Europa;Imperium Europa;Imperium Europa;;;;;;;;;;;x
MLT_liberal;Constitutional Party;Constitutional Party;Constitutional Party;;;;;;;;;;;
MLT_liberal;Constitutional Party;Constitutional Party;Constitutional Party;;;;;;;;;;;x
MLT_reactionary;Azzjoni Nazzjonali;Azzjoni Nazzjonali;Azzjoni Nazzjonali;;;;;;;;;;;
MLT_reactionary;Azzjoni Nazzjonali;Azzjoni Nazzjonali;Azzjoni Nazzjonali;;;;;;;;;;;x
MLT_socialist;Partit Laburista;Partit Laburista;Partit Laburista;;;;;;;;;;;
MLT_socialist;Partit Laburista;Partit Laburista;Partit Laburista;;;;;;;;;;;x
MLW;Malawi;;;;;;;;;;;;;
MLW;Malawi;;;;;;;;;;;;x
MLW_absolute_monarchy;Nyasaland;;;;;;;;;;;;;
MLW_absolute_monarchy;Nyasaland;;;;;;;;;;;;x
MLW_absolute_monarchy_ADJ;Nyasa;;;;;;;;;;;;;
MLW_absolute_monarchy_ADJ;Nyasa;;;;;;;;;;;;x
MLW_ADJ;Malawian;;;;;;;;;;;;;
MLW_ADJ;Malawian;;;;;;;;;;;;x
MLW_anarcho_liberal;Malawi Forum for Unity and Development;;;;;;;;;;;;;
MLW_communist;Communist Party of Malawi;;;;;;;;;;;;;
MLW_conservative;Democratic Progressive Party;;;;;;;;;;;;;
MLW_fascist;Fascist Party of Malawi;;;;;;;;;;;;;
MLW_hms_government;Nyasaland;;;;;;;;;;;;;
MLW_hms_government;Nyasaland;;;;;;;;;;;;x
MLW_hms_government_ADJ;Nyasa;;;;;;;;;;;;;
MLW_hms_government_ADJ;Nyasa;;;;;;;;;;;;x
MLW_liberal;United Democratic Front;;;;;;;;;;;;;
MLW_prussian_constitutionalism;Nyasaland;;;;;;;;;;;;;
MLW_prussian_constitutionalism;Nyasaland;;;;;;;;;;;;x
MLW_prussian_constitutionalism_ADJ;Nyasa;;;;;;;;;;;;;
MLW_prussian_constitutionalism_ADJ;Nyasa;;;;;;;;;;;;x
MLW_reactionary;Malawi Congress Party;;;;;;;;;;;;;
MLW_socialist;Alliance for Democracy;;;;;;;;;;;;;
MLY;Malaysia;;;;;;;;;;;;;
MLY;Malaysia;;;;;;;;;;;;x
MLY_absolute_monarchy;Malaya;;;;;;;;;;;;;
MLY_absolute_monarchy;Malaya;;;;;;;;;;;;x
MLY_absolute_monarchy_ADJ;Malay;;;;;;;;;;;;;
MLY_absolute_monarchy_ADJ;Malay;;;;;;;;;;;;x
MLY_ADJ;Malaysian;;;;;;;;;;;;;
MLY_ADJ;Malaysian;;;;;;;;;;;;x
MLY_hms_government;Malay Federation;;;;;;;;;;;;;
MLY_hms_government;Malay Federation;;;;;;;;;;;;x
MLY_hms_government_ADJ;Malay;;;;;;;;;;;;;
MLY_hms_government_ADJ;Malay;;;;;;;;;;;;x
MLY_prussian_constitutionalism;Malaya;;;;;;;;;;;;;
MLY_prussian_constitutionalism;Malaya;;;;;;;;;;;;x
MLY_prussian_constitutionalism_ADJ;Malay;;;;;;;;;;;;;
MLY_prussian_constitutionalism_ADJ;Malay;;;;;;;;;;;;x
MNG;Mongo;Mongo;Mongo;;Mongo;;;;;;;;;
MNG;Mongo;Mongo;Mongo;;Mongo;;;;;;;;;;x;;;;;;;;;;;;;;
MNG_ADJ;Mongo;Mongo;Mongo;;;;;;;;;;;
MNG_ADJ;Mongo;Mongo;Mongo;;;;;;;;;;;;x;;;;;;;;;;;;;;
MNG_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
MNG_anarcho_liberal;Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MNG_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
MNG_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MNG_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;
MNG_conservative;Royal Faction;Faction royale;Kˆnigsfraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MNG_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
MNG_fascist;Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MNG_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;
MNG_liberal;Reform Faction;Faction de rÈforme;Verbesserung Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MNG_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;
MNG_reactionary;Empire Faction;Faction d'empire;Reich Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MNG_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
MNG_socialist;Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MNP;Manipur;;;;;;;;;;;;;
MNP_ADJ;Manipuri;;;;;;;;;;;;;
MOD_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
MOD_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;x
MOD_communist;Comunisti;Comunisti;Comunisti;;Comunisti;;;;;;;;;
MOD_communist;Comunisti;Comunisti;Comunisti;;Comunisti;;;;;;;;;x
MOD_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;
MOD_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;x
MOD_conservative_2;Popolari;Popolari;Popolari;;Pop olari;;;;;;;;;
MOD_conservative_2;Popolari;Popolari;Popolari;;Pop olari;;;;;;;;;x
MOD_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
MOD_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;x
MOD_liberal;Riformisti ;Riformisti ;Riformisti;;Riformisti ;;;;;;;;;
MOD_liberal;Riformisti ;Riformisti ;Riformisti;;Riformisti ;;;;;;;;;x
MOD_liberal_2;Liberali;Liberali;Liberali;;Liberali ;;;;;;;;;
MOD_liberal_2;Liberali;Liberali;Liberali;;Liberali ;;;;;;;;;x
MOD_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;
MOD_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;x
MOD_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;;
MOD_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;; x
MOS;Mossi;Mossi;Mossi;;Mossi;;;;;;;;;
MOS;Mossi;Mossi;Mossi;;Mossi;;;;;;;;;;x;;;;;;;;;;;;;;
MOS_ADJ;Mossi;Mossis;Mossi;;;;;;;;;;;
MOS_ADJ;Mossi;Mossis;Mossi;;;;;;;;;;;;x;;;;;;;;;;;;;;
MOS_anarcho_liberal;Freedom Faction;Faction de libertÈ;Freiheits Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MOS_anarcho_liberal;Radical Party;;;;;;;;;;;;;
MOS_bourgeois_dictatorship;Burkina Faso;Mossi;Mossi;;Mossi;;;;;;;;;;x;;;;;;;;;;;;;;
MOS_bourgeois_dictatorship;Upper Volta;;;;;;;;;;;;;
MOS_bourgeois_dictatorship_ADJ;Burkinabe;Mossi;Mossi;;Mossi;;;;;;;;;;x;;;;;;;;;;;;;;
MOS_bourgeois_dictatorship_ADJ;Upper Voltan;;;;;;;;;;;;;
MOS_communist;Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;;;;;
MOS_communist;Communist Party;;;;;;;;;;;;;
MOS_conservative;Mogho Naba Faction;Faction Mogho Naba;Mogho Naba Fraktion;;;;;;;;;;;
